date	month	year	dow	pm1	      temp	stagno	admyng	gasyng
10568	12	88	4	14.98150376	49	15	0	2
10569	12	88	5	29.77384798	46	14.5	3	1
10570	12	88	6	27.31236202	49	23	7	1
10571	12	88	7	29.34209587	46	19.5	6	1
10572	12	88	1	29.83916275	47	10.5	5	1
10573	12	88	2	9.671227741	53	5.5	8	1
10574	12	88	3	15.62670482	43	5	6	0
10575	12	88	4	17.20940394	39	8.5	10	0
10576	12	88	5	39.38532421	37	10.5	8	2
10577	12	88	6	54.78530591	40	20	5	2
10578	12	88	7	78.16670067	34	17.5	8	0
10579	12	88	1	37.81538746	38	8.5	6	1
10580	12	88	2	15.67370976	41	9	8	2
10581	12	88	3	12.83739822	40	0	7	0
10582	12	88	4	18.00763759	41	13	4	1
10583	12	88	5	9.399881597	40	6	3	0
10584	12	88	6	4.567426391	40	2	7	4
10585	12	88	7	8.904161663	39	8	7	0
10586	12	88	1	14.22328891	37	9	6	0
10587	12	88	2	32.59669461	34	3	9	1
10588	12	88	3	31.1888774	37	23	10	3
10589	12	88	4	39.62168874	33	10	4	1
10590	12	88	5	6.874938225	44	0	6	2
10591	12	88	6	5.622542546	45	1	15	1
10592	12	88	7	11.69310172	41	10	6	2
10593	1	89	1	22.99406767	42	4	7	1
10594	1	89	2	11.09752908	44	6	6	0
10595	1	89	3	5.305419054	49	1	9	1
10596	1	89	4	8.363090219	42	7	7	0
10597	1	89	5	18.83696371	37	13	1	1
10598	1	89	6	18.71187388	36	24	4	1
10599	1	89	7	51.22919634	33	22	5	1
10600	1	89	1	17.90000043	39	8	4	0
10601	1	89	2	12.27523221	43	8	6	2
10602	1	89	3	9.77319702	40	7	9	1
10603	1	89	4	11.86388049	40	7	9	1
10604	1	89	5	9.299568373	44	0	6	1
10605	1	89	6	4.984899174	39	0	2	0
10606	1	89	7	7.400098013	37	1	5	1
10607	1	89	1	3.878688861	43	2	6	2
10608	1	89	2	9.389431049	47	0	7	1
10609	1	89	3	15.7586335	46	0	4	1
10610	1	89	4	13.34341007	44	12	7	0
10611	1	89	5	74.46501108	41	21	3	1
10612	1	89	6	37.3517068	40	4	7	1
10613	1	89	7	14.75621273	41	12	5	0
10614	1	89	1	17.0847593	35	11	12	2
10615	1	89	2	53.59812331	32	15	13	1
10616	1	89	3	25.9480894	35	14	11	1
10617	1	89	4	27.21620625	43	23	10	0
10618	1	89	5	30.6279264	40	10.5	8	1
10619	1	89	6	17.53501608	44	14	6	1
10620	1	89	7	47.72293288	41	10.5	5	1
10621	1	89	1	12.76564986	47	1.5	7	0
10622	1	89	2	4.902787266	46	1	10	0
10623	1	89	3	5.341760026	36	2	3	2
10624	2	89	4	13.51323523	24	0	8	0
10625	2	89	5	6.862877114	15	3.5	7	0
10626	2	89	6	8.513295583	15	5.5	1	2
10627	2	89	7	20.27829243	19	11.5	4	2
10628	2	89	1	35.91502916	24	15.5	6	0
10629	2	89	2	42.66308279	29	15.5	8	2
10630	2	89	3	27.83062537	32	15	7	0
10631	2	89	4	13.26460856	39	9	4	1
10632	2	89	5	32.31388574	39	11	7	0
10633	2	89	6	48.92865686	39	15.5	3	0
10634	2	89	7	37.00412251	41	22	8	0
10635	2	89	1	57.81765461	38	20	8	0
10636	2	89	2	42.47948578	36	20	14	0
10637	2	89	3	61.1393579	35	19.5	7	1
10638	2	89	4	40.5631188	37	19	4	2
10639	2	89	5	24.15569501	38	16	8	0
10640	2	89	6	4.56968526	40	2.5	7	1
10641	2	89	7	5.498057563	44	5.5	6	1
10642	2	89	1	11.12288762	44	9	10	2
10643	2	89	2	23.3214367	46	14	9	1
10644	2	89	3	34.54487839	45	17	11	1
10645	2	89	4	4.92807891	47	2	12	0
10646	2	89	5	13.20081863	44	10.5	3	1
10647	2	89	6	27.13581418	41	21.5	8	0
10648	2	89	7	17.97422371	42	19.5	7	0
10649	2	89	1	38.73413296	38	19.5	5	0
10650	2	89	2	20.47673032	39	2	10	0
10651	2	89	3	7.651482925	43	5	10	0
10652	3	89	4	8.931633879	33	2	5	1
10653	3	89	5	14.9633591	28	7	9	1
10654	3	89	6	40.31648959	29	9	3	0
10655	3	89	7	20.5577205	36	11	3	1
10656	3	89	1	16.69427802	43	6	6	0
10657	3	89	2	5.572724372	42	1	4	1
10658	3	89	3	11.32947906	42	11	9	1
10659	3	89	4	19.14331941	48	14.5	13	1
10660	3	89	5	18.60401443	49	13	10	1
10661	3	89	6	12.00080222	52	8	5	0
10662	3	89	7	6.559253714	52	2	4	0
10663	3	89	1	9.280433861	46	10	4	0
10664	3	89	2	8.267684169	44	0.5	8	1
10665	3	89	3	7.26816282	44	6	5	0
10666	3	89	4	20.9432977	42	16	9	0
10667	3	89	5	15.03201673	43	5	9	0
10668	3	89	6	12.34128882	45	12.5	7	0
10669	3	89	7	6.590087069	46	3	8	0
10670	3	89	1	11.95808925	46	17.5	3	0
10671	3	89	2	28.54858615	47	19	7	0
10672	3	89	3	8.139650206	45	0.5	10	0
10673	3	89	4	5.331694217	44	4	6	0
10674	3	89	5	16.56983521	46	6.5	8	0
10675	3	89	6	23.59989857	46	15	6	0
10676	3	89	7	7.867300672	47	5.5	4	1
10677	3	89	1	4.874380821	47	4.5	8	1
10678	3	89	2	4.409461482	46	0.5	6	0
10679	3	89	3	4.354891064	46	3	5	1
10680	3	89	4	7.764024425	46	4	5	1
10681	3	89	5	17.76635867	45	11.5	7	0
10682	3	89	6	9.738200877	46	0.5	8	0
10683	4	89	7	6.571400551	45	2	4	1
10684	4	89	1	4.34788217	42	0.5	7	1
10685	4	89	2	8.004852037	46	0	10	2
10686	4	89	3	7.788271236	46	5	10	1
10687	4	89	4	5.482322931	51	8.5	11	0
10688	4	89	5	11.33046296	52	2	9	1
10689	4	89	6	5.647208363	52	5	1	1
10690	4	89	7	10.9926599	49	NA	6	0
10691	4	89	1	7.889985173	56	NA	12	1
10692	4	89	2	6.358302074	60	NA	4	2
10693	4	89	3	21.0079178	55	11	9	2
10694	4	89	4	15.9717707	55	12	13	2
10695	4	89	5	17.00230357	58	12.5	7	1
10696	4	89	6	26.71777647	60	11	8	2
10697	4	89	7	4.576343978	50	3.5	11	0
10698	4	89	1	8.76311292	48	9	5	0
10699	4	89	2	17.09987402	53	15.5	7	0
10700	4	89	3	15.83369887	56	9.5	11	1
10701	4	89	4	7.977392862	60	8	8	0
10702	4	89	5	11.15244856	54	7	5	0
10703	4	89	6	10.42978181	52	4.5	10	1
10704	4	89	7	6.13990605	51	7	10	0
10705	4	89	1	11.32177983	52	9	5	1
10706	4	89	2	8.674847167	54	6.5	6	0
10707	4	89	3	9.281368976	56	6.5	6	0
10708	4	89	4	8.39481059	55	0.5	4	0
10709	4	89	5	9.100038307	54	9.5	7	0
10710	4	89	6	10.2259975	59	11	7	0
10711	4	89	7	5.278784514	64	5	10	1
10712	4	89	1	7.972620554	65	NA	4	0
10713	5	89	2	5.474788527	56	3.3	11	2
10714	5	89	3	9.780927212	57	9.5	6	0
10715	5	89	4	15.48184305	59	NA	2	0
10716	5	89	5	9.952460533	63	13.6	5	0
10717	5	89	6	24.31046374	67	NA	5	0
10718	5	89	7	20.50489207	65	NA	2	1
10719	5	89	1	8.68360036	64	NA	6	0
10720	5	89	2	14.36555577	58	NA	6	3
10721	5	89	3	9.477957497	54	NA	8	1
10722	5	89	4	5.00355165	52	NA	3	1
10723	5	89	5	4.30908679	50	3.1	5	1
10724	5	89	6	7.632319909	55	8.5	1	0
10725	5	89	7	8.168790794	55	8.5	4	0
10726	5	89	1	6.96840902	61	8	3	0
10727	5	89	2	11.38711589	63	11.5	13	0
10728	5	89	3	4.906013336	59	1.5	7	0
10729	5	89	4	4.38196297	48	0	4	0
10730	5	89	5	4.902946679	50	1	3	0
10731	5	89	6	5.760222067	53	5	7	0
10732	5	89	7	4.38070619	56	5	3	2
10733	5	89	1	6.665599226	52	7	5	1
10734	5	89	2	7.687176604	55	13	4	3
10735	5	89	3	5.296584009	52	0.5	7	2
10736	5	89	4	4.880556197	54	2	6	0
10737	5	89	5	4.806011617	54	2.5	10	1
10738	5	89	6	6.613703406	53	2.5	6	0
10739	5	89	7	5.368854778	53	10	4	2
10740	5	89	1	8.327970565	50	22.5	4	2
10741	5	89	2	10.65914354	56	16	5	0
10742	5	89	3	13.14225008	58	17	8	1
10743	5	89	4	15.22550318	62	12.5	5	0
10744	6	89	5	15.48371895	66	13	7	0
10745	6	89	6	15.10147438	67	12	7	0
10746	6	89	7	15.27201931	72	10	3	0
10747	6	89	1	14.61609314	74	12	0	1
10748	6	89	2	17.98126369	69	8	6	1
10749	6	89	3	13.44921907	62	1	4	0
10750	6	89	4	15.46818558	62	11	9	1
10751	6	89	5	14.95666421	60	4	7	0
10752	6	89	6	11.51843186	57	3	4	1
10753	6	89	7	15.0389546	61	9.5	1	0
10754	6	89	1	16.24876208	68	8.5	5	4
10755	6	89	2	10.19334568	62	4	6	3
10756	6	89	3	8.559527651	65	5	5	1
10757	6	89	4	5.674032162	62	7	4	1
10758	6	89	5	4.554781439	59	6.5	2	0
10759	6	89	6	4.554781439	60	4	5	1
10760	6	89	7	7.486930323	58	8	9	0
10761	6	89	1	4.2	60	8	6	1
10762	6	89	2	3.451878842	57	1.5	1	1
10763	6	89	3	5.356782903	59	8	5	0
10764	6	89	4	6.571182754	59	7	5	1
10765	6	89	5	5.356782903	65	1.5	5	1
10766	6	89	6	6.010070141	71	10	5	0
10767	6	89	7	10.52429238	75	13	4	3
10768	6	89	1	9.60340609	70	6.5	4	0
10769	6	89	2	7.068317416	62	1	7	0
10770	6	89	3	6.3	60	7	6	0
10771	6	89	4	9.879063789	60	16	3	0
10772	6	89	5	17.52567358	60	19.9	0	1
10773	6	89	6	5.230519687	62	4	2	0
10774	7	89	7	2.891378925	58	4.5	5	1
10775	7	89	1	5.651498893	61	13.5	7	2
10776	7	89	2	8.008765596	61	10	4	3
10777	7	89	3	10.66313172	60	11	4	0
10778	7	89	4	8.540640627	63	9	5	1
10779	7	89	5	5.1580512	67	4.5	3	0
10780	7	89	6	7.128774061	64	8	3	1
10781	7	89	7	4.2	62	5	4	0
10782	7	89	1	4.939531895	64	7	4	0
10783	7	89	2	9.184241421	63	5.5	8	2
10784	7	89	3	11.58972916	67	6.5	2	0
10785	7	89	4	11.7517384	71	8	4	1
10786	7	89	5	10.32993984	65	5.5	6	0
10787	7	89	6	8.185925666	67	14	4	1
10788	7	89	7	4.2	63	0	4	0
10789	7	89	1	3.18300479	61	6.5	2	0
10790	7	89	2	4.939531895	67	7.5	2	1
10791	7	89	3	6.010070141	71	10.5	1	2
10792	7	89	4	5.356782903	69	4.5	6	0
10793	7	89	5	5.356782903	63	9	0	0
10794	7	89	6	6.010070141	65	3.5	7	0
10795	7	89	7	5.809279842	67	6	4	1
10796	7	89	1	5.356782903	65	10.5	3	0
10797	7	89	2	7.486930323	65	10	2	0
10798	7	89	3	10.71356581	70	11	3	0
10799	7	89	4	9.184241421	64	6	8	1
10800	7	89	5	4.554781439	65	5	4	0
10801	7	89	6	6.960353436	65	10.5	6	0
10802	7	89	7	6.960353436	65	9	1	1
10803	7	89	1	3.743465162	66	4	4	0
10804	7	89	2	6.571182754	62	7.5	2	0
10805	8	89	3	5.674032162	62	6.5	2	1
10806	8	89	4	4.554781439	61	3.5	3	0
10807	8	89	5	6.366009579	66	13.5	2	1
10808	8	89	6	9.207088075	68	4	1	0
10809	8	89	7	6.571182754	69	7	1	0
10810	8	89	1	6.010070141	73	5	2	1
10811	8	89	2	5.541933225	73	8	2	0
10812	8	89	3	7.486930323	69	15	4	0
10813	8	89	4	7.068317416	64	3.5	5	1
10814	8	89	5	8.4	64	10	3	1
10815	8	89	6	5.674032162	64	14.5	3	1
10816	8	89	7	7.068317416	66	14.5	1	1
10817	8	89	1	3.18300479	67	5	4	0
10818	8	89	2	6.3	65	9	8	1
10819	8	89	3	7.486930323	64	6	1	0
10820	8	89	4	10.71356581	62	9	1	1
10821	8	89	5	13.82097301	66	13	6	1
10822	8	89	6	12.84890507	69	12	5	0
10823	8	89	7	11.29436445	64	2	1	0
10824	8	89	1	5.809279842	67	4	5	0
10825	8	89	2	4.2	67	1	6	0
10826	8	89	3	6.3	63	9	7	0
10827	8	89	4	8.4	64	10	4	2
10828	8	89	5	11.29436445	61	10	2	0
10829	8	89	6	16.8	65	15	3	1
10830	8	89	7	14.81859568	67	13	2	2
10831	8	89	1	13.40137195	66	13	1	2
10832	8	89	2	19.71354826	64	17	4	3
10833	8	89	3	21.3851173	67	8	1	1
10834	8	89	4	10.04170125	62	1	4	0
10835	8	89	5	7.486930323	62	8	3	1
10836	9	89	6	10.32993984	61	9	2	1
10837	9	89	7	8.185925666	64	5	6	0
10838	9	89	1	9.184241421	62	9.5	3	0
10839	9	89	2	8.4	64	9	7	0
10840	9	89	3	8.4	62	9.5	9	0
10841	9	89	4	9.184241421	66	5.6	2	3
10842	9	89	5	13.3462204	67	12	3	0
10843	9	89	6	12.0805694	70	8.5	7	0
10844	9	89	7	7.828630474	73	6.5	4	0
10845	9	89	1	13.40137195	66	9	7	1
10846	9	89	2	14.5792572	68	12	7	0
10847	9	89	3	23.33468679	68	11.5	7	1
10848	9	89	4	32.24098387	69	9	3	3
10849	9	89	5	26.69643008	69	11.5	3	1
10850	9	89	6	16.25455643	64	10.5	4	2
10851	9	89	7	13.14236551	57	5	6	2
10852	9	89	1	7.068317416	59	5	9	2
10853	9	89	2	10.32993984	59	10.5	8	0
10854	9	89	3	11.71380653	58	9.8	7	0
10855	9	89	4	15.03573821	63	8	4	1
10856	9	89	5	14.5792572	67	5.5	2	0
10857	9	89	6	18.73048429	72	5	5	2
10858	9	89	7	20.91574665	68	10	4	0
10859	9	89	1	18.36848284	68	10	3	0
10860	9	89	2	19.25459091	57	5.3	14	1
10861	9	89	3	20.69419861	60	16.3	9	0
10862	9	89	4	27.70764303	62	10	3	0
10863	9	89	5	26.43977801	64	6.3	4	0
10864	9	89	6	22.07330346	61	5.7	9	0
10865	9	89	7	7.068317416	60	3	8	0
10866	10	89	1	7.068317416	60	4.5	6	0
10867	10	89	2	11.48837255	58	6.7	6	1
10868	10	89	3	18.03021042	56	6.7	6	1
10869	10	89	4	17.61044339	52	6.7	7	1
10870	10	89	5	21.77988308	59	11	4	0
10871	10	89	6	37.63872107	56	11.5	6	0
10872	10	89	7	50.17635736	54	15.9	4	0
10873	10	89	1	54.55020512	59	15.7	12	3
10874	10	89	2	43.51890902	59	13.7	5	0
10875	10	89	3	16.55985299	55	5.7	5	1
10876	10	89	4	8.559527651	56	0	0	1
10877	10	89	5	14.97386065	55	0.3	4	0
10878	10	89	6	14.13663483	57	6.3	7	1
10879	10	89	7	11.99301981	52	8	6	0
10880	10	89	1	22.06283356	48	11.7	5	0
10881	10	89	2	39.5783532	50	15.3	17	1
10882	10	89	3	27.84141375	60	9.2	9	0
10883	10	89	4	20.65987968	55	3.3	6	0
10884	10	89	5	31.23336962	52	14.3	9	1
10885	10	89	6	24.73076426	55	2	5	0
10886	10	89	7	7.068317416	53	1	2	2
10887	10	89	1	9.184241421	55	5	9	1
10888	10	89	2	5.932992451	54	7	4	2
10889	10	89	3	15.03573821	53	12.5	9	2
10890	10	89	4	15.92621238	53	2	9	1
10891	10	89	5	8.4	47	6	3	0
10892	10	89	6	18.97959179	48	14	7	1
10893	10	89	7	37.31122204	48	14.2	4	0
10894	10	89	1	42.41066101	44	14.5	2	1
10895	10	89	2	50.35392335	42	11	9	0
10896	10	89	3	21.44801579	48	5	6	0
10897	11	89	4	37.19194297	47	14	9	0
10898	11	89	5	63.9354524	42	14.7	7	0
10899	11	89	6	17.20044909	52	0.7	3	1
10900	11	89	7	6.059339605	53	5	6	1
10901	11	89	1	7.1262622	51	5.3	12	2
10902	11	89	2	3.899534258	49	0.3	7	2
10903	11	89	3	9.184241421	47	0.3	9	1
10904	11	89	4	4.2	53	0	6	2
10905	11	89	5	2.412266545	58	0	8	0
10906	11	89	6	7.406849992	53	7	5	1
10907	11	89	7	12.26214461	46	12.5	2	2
10908	11	89	1	16.42583993	44	9	7	1
10909	11	89	2	8.324469479	45	0.5	7	0
10910	11	89	3	23.74513961	45	8.5	9	0
10911	11	89	4	28.04156187	44	15.5	9	0
10912	11	89	5	38.16456852	47	15.3	5	2
10913	11	89	6	22.977214	47	12.7	8	0
10914	11	89	7	27.19733727	49	15	9	1
10915	11	89	1	28.14781116	49	7.7	4	2
10916	11	89	2	29.4	51	6.3	7	0
10917	11	89	3	13.03550282	46	4.7	5	0
10918	11	89	4	33.41876586	44	6.7	6	0
10919	11	89	5	13.74332218	46	2	8	2
10920	11	89	6	4.939531895	43	0	6	0
10921	11	89	7	13.08937037	44	11.3	11	0
10922	11	89	1	15.09661364	44	5	7	2
10923	11	89	2	28.99469215	45	11.3	6	0
10924	11	89	3	41.35690541	42	10.3	2	0
10925	11	89	4	56.03124287	46	20	8	0
10926	11	89	5	59.31548845	44	19.7	8	1
10927	12	89	6	37.93512557	46	14.7	4	0
10928	12	89	7	23.10978021	47	10	5	0
10929	12	89	1	6.685316061	52	0.7	9	0
10930	12	89	2	3.62178705	54	0	11	1
10931	12	89	3	12.24342641	52	5	6	3
10932	12	89	4	18.88441878	49	11	10	0
10933	12	89	5	22.5887289	47	9.7	8	1
10934	12	89	6	4.939531895	48	1.7	8	0
10935	12	89	7	9.403159347	45	7	8	0
10936	12	89	1	25.11744994	40	15.7	5	0
10937	12	89	2	48.39568816	37	16.7	7	0
10938	12	89	3	41.15275013	37	14	12	0
10939	12	89	4	19.55414822	39	12.4	11	2
10940	12	89	5	35.07367192	37	18.6	8	1
10941	12	89	6	24.7652564	37	12.7	10	0
10942	12	89	7	21.36116185	37	10.7	9	0
10943	12	89	1	16.43950592	37	15.7	10	1
10944	12	89	2	23.02344619	37	6.3	13	1
10945	12	89	3	14.13663483	42	1.3	6	1
10946	12	89	4	19.23744521	47	11	13	0
10947	12	89	5	46.5140644	46	18.7	5	0
10948	12	89	6	47.104727	42	8.7	7	0
10949	12	89	7	22.97674511	48	14	8	1
10950	12	89	1	19.47569571	47	14	10	0
10951	12	89	2	29.19314457	42	14.3	6	2
10952	12	89	3	33.52418993	37	11	10	1
10953	12	89	4	35.76884306	36	15	5	2
10954	12	89	5	39.28693232	42	18.7	9	3
10955	12	89	6	30.91292076	42	6.3	13	1
10956	12	89	7	24.4385866	45	19.3	8	0
10957	12	89	1	12.6	44	0	8	0
10958	1	90	2	6.984027436	40	1.7	11	2
10959	1	90	3	21.38230458	39	5.7	12	0
10960	1	90	4	6.991698253	43	0.3	5	2
10961	1	90	5	6.4742479	47	2.3	11	0
10962	1	90	6	7.24834164	50	1	10	1
10963	1	90	7	5.625818876	48	0	4	1
10964	1	90	1	6.037173408	48	1.3	10	0
10965	1	90	2	8.659297707	46	2.7	9	2
10966	1	90	3	4.960897441	48	1	8	2
10967	1	90	4	16.25258455	40	5	12	1
10968	1	90	5	14.5619503	43	3.7	7	1
10969	1	90	6	41.74901103	45	10.1	8	1
10970	1	90	7	30.80902564	47	12.3	9	2
10971	1	90	1	13.47538432	46	6.7	7	0
10972	1	90	2	15.74438436	44	7.7	11	0
10973	1	90	3	18.64999723	44	8	10	0
10974	1	90	4	32.75693345	42	8	12	0
10975	1	90	5	59.61168961	37	8.3	5	1
10976	1	90	6	59.4666869	38	10.3	10	0
10977	1	90	7	53.55937401	41	10.7	9	1
10978	1	90	1	34.63048178	43	8.1	6	2
10979	1	90	2	5.025361488	43	0	9	0
10980	1	90	3	9.515123216	43	0.3	9	2
10981	1	90	4	9.114179449	42	0.3	4	1
10982	1	90	5	8.54282132	42	0	6	2
10983	1	90	6	9.079529014	36	0	12	0
10984	1	90	7	4.303135299	43	0	7	0
10985	1	90	1	3.250911286	43	0	10	0
10986	1	90	2	6.408217781	40	0	7	0
10987	1	90	3	9.428224326	38	4.8	7	1
10988	1	90	4	7.260382141	37	2	6	0
10989	2	90	5	3.855727232	41	0	9	0
10990	2	90	6	5.060827156	45	0	6	1
10991	2	90	7	6.971454535	44	1.7	12	0
10992	2	90	1	4.70288152	39	0	12	1
10993	2	90	2	3.019574296	39	0	5	1
10994	2	90	3	4.922343865	37	0.3	8	0
10995	2	90	4	6.425905939	36	0.3	9	1
10996	2	90	5	12.30538834	39	5	3	0
10997	2	90	6	2.68922822	46	0	6	2
10998	2	90	7	1.87685547	50	0	9	0
10999	2	90	1	4.897559791	41	0.5	7	0
11000	2	90	2	12.56020345	34	3	7	0
11001	2	90	3	17.60900702	31	6.3	9	0
11002	2	90	4	22.00358589	28	0.7	4	0
11003	2	90	5	7.065812279	35	0	4	0
11004	2	90	6	13.3271476	34	4.5	4	1
11005	2	90	7	22.99533087	28	2.5	3	1
11006	2	90	1	64.75565789	29	14.3	6	2
11007	2	90	2	53.96271205	33	4	7	0
11008	2	90	3	15.72513445	40	5.7	9	1
11009	2	90	4	15.02336784	44	5.3	4	1
11010	2	90	5	25.7359924	45	4.3	9	0
11011	2	90	6	38.74931878	43	5	4	2
11012	2	90	7	26.88927821	49	9.7	7	2
11013	2	90	1	18.03907032	46	1.3	6	1
11014	2	90	2	21.22298727	46	4	6	1
11015	2	90	3	19.53160879	51	4.3	9	0
11016	2	90	4	24.21655484	51	9.7	4	3
11017	3	90	5	31.89451585	47	8.7	9	0
11018	3	90	6	34.35608828	50	8.7	10	0
11019	3	90	7	25.31965335	49	5	9	2
11020	3	90	1	14.0440714	50	8.7	5	0
11021	3	90	2	13.87144392	50	8	6	2
11022	3	90	3	8.93412707	46	4.7	5	1
11023	3	90	4	6.211423512	43	0	9	0
11024	3	90	5	6.005114686	37	0	8	0
11025	3	90	6	7.996945372	43	0.7	4	0
11026	3	90	7	5.394931478	41	0.7	5	0
11027	3	90	1	17.2300501	41	6.7	9	0
11028	3	90	2	32.37872952	42	6.3	7	1
11029	3	90	3	17.77753055	42	2.3	6	2
11030	3	90	4	8.013805282	46	3.7	7	0
11031	3	90	5	17.80730797	48	9	5	0
11032	3	90	6	18.73288586	51	4.3	9	0
11033	3	90	7	19.04493154	53	7.3	9	1
11034	3	90	1	12.90128164	52	5.3	10	1
11035	3	90	2	15.16057794	52	5.3	7	2
11036	3	90	3	8.05334473	52	3.7	5	0
11037	3	90	4	14.29635291	50	5.4	4	0
11038	3	90	5	14.86109544	45	4.3	9	1
11039	3	90	6	11.47233332	44	1	6	0
11040	3	90	7	12.12352523	47	1.3	3	1
11041	3	90	1	14.22389217	51	4.3	6	1
11042	3	90	2	22.69502638	48	6.3	7	2
11043	3	90	3	22.45173947	49	6.3	3	1
11044	3	90	4	21.08207924	52	7.7	9	1
11045	3	90	5	28.24910409	50	7.3	5	0
11046	3	90	6	46.1380901	45	7	3	0
11047	3	90	7	62.66382359	52	10.7	8	0
11048	4	90	1	45.44844419	51	8.8	3	2
11049	4	90	2	17.64595443	53	10	9	0
11050	4	90	3	13.49681043	52	4.7	5	1
11051	4	90	4	18.33407764	54	6.3	10	1
11052	4	90	5	18.83714956	53	8.7	7	0
11053	4	90	6	25.73532653	53	6	7	2
11054	4	90	7	27.07179294	49	3	9	1
11055	4	90	1	12.05596307	48	0.3	6	2
11056	4	90	2	23.26443014	49	6.3	7	0
11057	4	90	3	19.61419222	56	4.3	6	3
11058	4	90	4	10.1141593	56	0.3	9	3
11059	4	90	5	7.872288037	52	6.3	6	0
11060	4	90	6	16.87826161	51	13	7	2
11061	4	90	7	16.96727378	57	4.7	8	0
11062	4	90	1	14.11242553	60	6.7	2	2
11063	4	90	2	10.50651032	64	6	6	0
11064	4	90	3	9.318048876	52	4	8	1
11065	4	90	4	6.971454535	53	3.3	6	0
11066	4	90	5	14.5661414	53	8	5	1
11067	4	90	6	9.01973222	53	5.3	7	1
11068	4	90	7	5.16860095	54	1	9	2
11069	4	90	1	5.489052126	52	2.1	4	1
11070	4	90	2	4.911779959	49	0.7	4	4
11071	4	90	3	4.539024849	51	0	5	0
11072	4	90	4	4.258515801	50	0	8	1
11073	4	90	5	5.549758559	47	0	9	1
11074	4	90	6	6.195959988	44	4.3	6	0
11075	4	90	7	5.868091806	50	0.7	3	2
11076	4	90	1	10.35102856	52	4	5	1
11077	4	90	2	12.53984933	53	4.3	4	1
11078	5	90	3	16.74991181	53	6.3	5	1
11079	5	90	4	11.97795884	56	9.3	5	0
11080	5	90	5	18.37829003	60	7	4	2
11081	5	90	6	16.69763776	63	7	4	0
11082	5	90	7	15.23890557	61	3.7	7	2
11083	5	90	1	3.695160447	49	0	9	0
11084	5	90	2	5.738971882	49	1.7	3	2
11085	5	90	3	10.84297051	51	2.3	6	1
11086	5	90	4	9.214657349	58	5.3	6	0
11087	5	90	5	10.38397966	54	2.7	5	3
11088	5	90	6	6.238743501	55	0.7	5	0
11089	5	90	7	3.57	55	1.3	4	1
11090	5	90	1	4.761500783	51	3	2	0
11091	5	90	2	8.387110604	50	3.3	5	0
11092	5	90	3	8.478125925	50	3.7	6	0
11093	5	90	4	12.58461935	55	7.7	6	0
11094	5	90	5	11.06916819	54	2.7	6	0
11095	5	90	6	3.335570338	53	1.7	3	0
11096	5	90	7	6.488013038	56	2	9	1
11097	5	90	1	4.236625113	54	1.3	3	0
11098	5	90	2	4.68480241	57	4	8	1
11099	5	90	3	6.160846886	56	3	5	1
11100	5	90	4	8.41138658	51	4.7	4	1
11101	5	90	5	3.189199546	52	0	9	3
11102	5	90	6	5.842933452	56	2.7	5	0
11103	5	90	7	11.41907078	56	11.3	6	0
11104	5	90	1	13.74989026	58	10.7	6	2
11105	5	90	2	12.19897856	61	6.7	5	0
11106	5	90	3	4.813158819	57	1.3	6	0
11107	5	90	4	6.09	60	4	7	1
11108	5	90	5	4.167277985	52	0	6	2
11109	6	90	6	6.374231303	53	0.3	4	1
11110	6	90	7	8.199044698	59	5.3	1	0
11111	6	90	1	5.43632283	55	2.3	3	0
11112	6	90	2	5.043855263	55	1.3	6	1
11113	6	90	3	8.054958015	58	10.3	2	0
11114	6	90	4	6.744388134	57	3	7	1
11115	6	90	5	4.167277985	57	2	1	1
11116	6	90	6	4.889460144	59	4.3	1	0
11117	6	90	7	6.334343516	54	7	5	0
11118	6	90	1	2.98742471	52	0.7	9	0
11119	6	90	2	3.86525934	57	1	2	0
11120	6	90	3	5.102419023	56	3.4	6	1
11121	6	90	4	7.869694635	59	4.3	6	2
11122	6	90	5	9.992351447	64	6.1	7	0
11123	6	90	6	12.30161155	61	4	5	0
11124	6	90	7	3.611045269	57	2	2	1
11125	6	90	1	7.442118933	61	7.3	5	1
11126	6	90	2	11.28743114	62	4	7	1
11127	6	90	3	7.941007656	63	1	5	0
11128	6	90	4	5.829716462	67	1.3	4	0
11129	6	90	5	11.32818105	71	3.4	3	0
11130	6	90	6	13.59442745	64	6	7	2
11131	6	90	7	6.499147726	61	1	5	1
11132	6	90	1	6.426417301	61	2	4	1
11133	6	90	2	6.421514635	59	2	4	0
11134	6	90	3	6.793068358	61	6.3	7	1
11135	6	90	4	9.34942077	62	3.3	6	0
11136	6	90	5	5.48832419	65	2.7	6	1
11137	6	90	6	7.033109232	67	2.3	2	0
11138	6	90	7	3.303237969	65	1	4	1
11139	7	90	1	4.676335241	62	6	4	0
11140	7	90	2	4.567388926	57	3	2	1
11141	7	90	3	6.487250989	62	4.3	4	2
11142	7	90	4	15.91501758	68	4	10	0
11143	7	90	5	7.603062184	67	1.3	2	0
11144	7	90	6	3.621479889	64	2.3	5	0
11145	7	90	7	4.899505554	66	4.1	1	1
11146	7	90	1	6.643968308	69	4.3	5	0
11147	7	90	2	5.932848998	69	3	3	0
11148	7	90	3	8.305764762	72	4.7	3	1
11149	7	90	4	14.7593786	76	5.7	3	0
11150	7	90	5	16.53263223	77	3.3	5	2
11151	7	90	6	6.392024054	69	3.7	5	0
